"No.","Time","Source","Destination","Protocol","Length","Info"
"171","18.158597","54.159.251.179","10.0.0.7","TCP","60","443  >  51812 [FIN, ACK] Seq=64 Ack=2 Win=184 Len=0"
"172","18.158660","10.0.0.7","54.159.251.179","TCP","54","51812  >  443 [ACK] Seq=3 Ack=65 Win=510 Len=0"
"173","18.161911","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","146","Application Data"
"174","18.214465","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=143 Ack=352 Win=512 Len=0"
"175","18.315156","54.159.251.179","10.0.0.7","TCP","60","443  >  51812 [ACK] Seq=65 Ack=3 Win=184 Len=0"
"178","18.744602","54.159.251.179","10.0.0.7","TCP","60","[TCP Retransmission] 443  >  51812 [FIN, ACK] Seq=64 Ack=3 Win=184 Len=0"
"179","18.744720","10.0.0.7","54.159.251.179","TCP","54","[TCP ZeroWindow] 51812  >  443 [ACK] Seq=3 Ack=65 Win=0 Len=0"
"184","20.258525","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","193","Application Data"
"185","20.262465","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"186","20.277819","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","204","Application Data"
"187","20.277941","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=239 Ack=601 Win=516 Len=0"
"188","20.281270","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","174","Application Data"
"189","20.311436","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=601 Ack=239 Win=296 Len=0"
"190","20.328683","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=601 Ack=339 Win=296 Len=0"
"196","23.292729","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","561","Application Data"
"197","23.302515","20.199.120.151","10.0.0.7","TLSv1.2","421","Application Data"
"198","23.312925","10.0.0.7","20.199.120.151","TLSv1.2","188","Application Data"
"199","23.346828","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=339 Ack=1088 Win=514 Len=0"
"200","23.391421","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","167","Application Data"
"201","23.423214","20.199.120.151","10.0.0.7","TCP","60","443  >  49605 [ACK] Seq=368 Ack=135 Win=7957 Len=0"
"202","23.439239","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=1088 Ack=432 Win=296 Len=0"
"207","24.235658","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","722","Application Data"
"208","24.290498","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=432 Ack=1736 Win=512 Len=0"
"209","24.292784","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"211","24.344252","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=1736 Ack=528 Win=296 Len=0"
"216","24.454015","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","TLSv1.2","133","Ignored Unknown Record"
"217","24.454104","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","TLSv1.2","113","Application Data"
"218","24.463330","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51778 [ACK] Seq=1 Ack=61 Win=133 Len=0"
"219","24.463330","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51778 [ACK] Seq=1 Ack=100 Win=133 Len=0"
"220","24.464246","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","113","Application Data"
"221","24.512744","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","TCP","74","51778  >  443 [ACK] Seq=100 Ack=40 Win=511 Len=0"
"223","24.551718","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","167","Application Data"
"224","24.551863","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","167","Application Data"
"228","24.599351","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=1736 Ack=621 Win=296 Len=0"
"229","24.600526","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=1736 Ack=714 Win=296 Len=0"
"250","24.722925","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","447","Application Data"
"260","24.732969","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","148","Application Data"
"261","24.736076","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","148","Application Data"
"262","24.736189","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=714 Ack=1884 Win=511 Len=0"
"272","24.765857","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2600:9000:21f8:6400:1b:1fa2:78c0:93a1","TCP","74","51778  >  443 [ACK] Seq=100 Ack=413 Win=514 Len=0"
"322","25.078639","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","86","51817  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"324","25.088307","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51817 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"325","25.088435","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"326","25.091736","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","370","Client Hello"
"327","25.104627","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51817 [ACK] Seq=1 Ack=297 Win=31744 Len=0"
"328","25.105327","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"329","25.105507","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=297 Ack=1393 Win=262144 Len=0"
"330","25.105613","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Application Data"
"331","25.105696","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=297 Ack=2785 Win=262144 Len=0"
"332","25.105800","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","426","Application Data"
"333","25.105866","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=297 Ack=3137 Win=261632 Len=0"
"334","25.110659","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","138","Change Cipher Spec, Application Data"
"335","25.117528","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","154","Application Data"
"336","25.119008","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","258","Application Data"
"337","25.119130","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=441 Ack=3321 Win=261376 Len=0"
"338","25.119227","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"339","25.119269","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=441 Ack=3395 Win=261376 Len=0"
"340","25.119781","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","232","Application Data"
"341","25.119856","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","105","Application Data"
"342","25.126241","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"343","25.126379","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=630 Ack=3426 Win=261376 Len=0"
"344","25.128976","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","177","Application Data"
"345","25.129053","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=630 Ack=3529 Win=261376 Len=0"
"351","25.160904","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","86","51818  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"352","25.175486","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51818 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"354","25.175486","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51817 [ACK] Seq=3529 Ack=630 Win=31744 Len=0"
"355","25.175713","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","51818  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"356","25.176778","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","370","Client Hello"
"357","25.191412","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51818 [ACK] Seq=1 Ack=297 Win=31744 Len=0"
"358","25.191412","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"359","25.191412","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Application Data"
"360","25.191412","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","427","Application Data"
"361","25.191688","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","51818  >  443 [ACK] Seq=297 Ack=3138 Win=262144 Len=0"
"362","25.193531","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","138","Change Cipher Spec, Application Data"
"363","25.194233","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","154","Application Data"
"364","25.194411","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","232","Application Data"
"365","25.207424","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","258","Application Data"
"366","25.207424","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"367","25.207424","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","186","Application Data"
"368","25.207424","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51818 [ACK] Seq=3396 Ack=599 Win=31744 Len=0"
"369","25.207629","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","51818  >  443 [ACK] Seq=599 Ack=3508 Win=261632 Len=0"
"370","25.208341","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","105","Application Data"
"371","25.209499","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TLSv1.3","117","Application Data"
"372","25.217921","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51817 [ACK] Seq=3529 Ack=673 Win=31744 Len=0"
"373","25.217921","2a06:c700:2002:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","158","Application Data"
"374","25.218045","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2002:2:face:b00c:3333:7020","TCP","74","51817  >  443 [ACK] Seq=673 Ack=3613 Win=261120 Len=0"
"379","25.233502","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","86","51819  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"380","25.241796","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51819 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"381","25.241971","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"382","25.242859","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","370","Client Hello"
"383","25.255619","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51819 [ACK] Seq=1 Ack=297 Win=31744 Len=0"
"384","25.255829","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"385","25.255973","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=297 Ack=1393 Win=262144 Len=0"
"386","25.256312","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Application Data"
"387","25.256312","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","425","Application Data"
"388","25.256377","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=297 Ack=3136 Win=262144 Len=0"
"389","25.256815","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51818 [ACK] Seq=3508 Ack=630 Win=31744 Len=0"
"390","25.258112","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","138","Change Cipher Spec, Application Data"
"391","25.258795","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","154","Application Data"
"392","25.258969","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","232","Application Data"
"393","25.269307","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","258","Application Data"
"394","25.269307","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"395","25.269464","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=599 Ack=3394 Win=261632 Len=0"
"396","25.269585","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"397","25.269646","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=599 Ack=3425 Win=261632 Len=0"
"398","25.269731","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51819 [ACK] Seq=3136 Ack=441 Win=31744 Len=0"
"399","25.269757","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","[TCP Dup ACK 397#1] 51819  >  443 [ACK] Seq=599 Ack=3425 Win=261632 Len=0"
"400","25.270045","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","177","Application Data"
"401","25.270050","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","105","Application Data"
"402","25.270121","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","51819  >  443 [ACK] Seq=630 Ack=3528 Win=261632 Len=0"
"407","25.285026","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","86","51820  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"408","25.319327","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51819 [ACK] Seq=3528 Ack=630 Win=31744 Len=0"
"409","25.332555","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51820 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"410","25.332705","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51820  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"411","25.333700","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","368","Client Hello"
"412","25.383740","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51820 [ACK] Seq=1 Ack=295 Win=66816 Len=0"
