"No.","Time","Source","Destination","Protocol","Length","Info"
"21","0.619735","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","130","80  >  58761 [PSH, ACK] Seq=193 Ack=422 Win=66816 Len=56 [TCP segment of a reassembled PDU]"
"22","0.630754","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","134","58761  >  80 [PSH, ACK] Seq=422 Ack=249 Win=66560 Len=60 [TCP segment of a reassembled PDU]"
"23","0.643954","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:1c2:face:b00c:0:167","TLSv1.2","170","Application Data"
"24","0.682858","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=249 Ack=482 Win=66816 Len=0"
"25","0.692014","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  57484 [ACK] Seq=250 Ack=97 Win=3841 Len=0"
"26","0.743879","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","126","80  >  58761 [PSH, ACK] Seq=249 Ack=482 Win=66816 Len=52 [TCP segment of a reassembled PDU]"
"27","0.744184","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","133","80  >  58761 [PSH, ACK] Seq=301 Ack=482 Win=66816 Len=59 [TCP segment of a reassembled PDU]"
"28","0.744343","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=482 Ack=360 Win=66304 Len=0"
"29","0.745596","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","171","58761  >  80 [PSH, ACK] Seq=482 Ack=360 Win=66304 Len=97 [TCP segment of a reassembled PDU]"
"30","0.745953","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","121","58761  >  80 [PSH, ACK] Seq=579 Ack=360 Win=66304 Len=47 [TCP segment of a reassembled PDU]"
"31","0.746226","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","116","58761  >  80 [PSH, ACK] Seq=626 Ack=360 Win=66304 Len=42 [TCP segment of a reassembled PDU]"
"32","0.747586","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","212","58761  >  80 [PSH, ACK] Seq=668 Ack=360 Win=66304 Len=138 [TCP segment of a reassembled PDU]"
"33","0.747883","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","125","80  >  58761 [PSH, ACK] Seq=360 Ack=482 Win=66816 Len=51 [TCP segment of a reassembled PDU]"
"34","0.748741","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","381","80  >  58761 [PSH, ACK] Seq=411 Ack=482 Win=66816 Len=307 [TCP segment of a reassembled PDU]"
"35","0.748879","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=806 Ack=718 Win=66048 Len=0"
"36","0.748969","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","117","80  >  58761 [PSH, ACK] Seq=718 Ack=482 Win=66816 Len=43 [TCP segment of a reassembled PDU]"
"37","0.751673","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","147","58761  >  80 [PSH, ACK] Seq=806 Ack=761 Win=66048 Len=73 [TCP segment of a reassembled PDU]"
"38","0.767210","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","143","80  >  58761 [PSH, ACK] Seq=761 Ack=482 Win=66816 Len=69 [TCP segment of a reassembled PDU]"
"39","0.771320","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","147","58761  >  80 [PSH, ACK] Seq=879 Ack=830 Win=65792 Len=73 [TCP segment of a reassembled PDU]"
"40","0.771784","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","121","58761  >  80 [PSH, ACK] Seq=952 Ack=830 Win=65792 Len=47 [TCP segment of a reassembled PDU]"
"41","0.797439","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=579 Win=66816 Len=0"
"42","0.797439","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=626 Win=66816 Len=0"
"43","0.797439","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=668 Win=66816 Len=0"
"44","0.797439","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=806 Win=67840 Len=0"
"45","0.799667","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=879 Win=67840 Len=0"
"46","0.820233","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=952 Win=67840 Len=0"
"47","0.820233","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=830 Ack=999 Win=67840 Len=0"
"48","0.896750","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","185","80  >  58761 [PSH, ACK] Seq=830 Ack=999 Win=67840 Len=111 [TCP segment of a reassembled PDU]"
"49","0.904819","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","123","80  >  58761 [PSH, ACK] Seq=941 Ack=999 Win=67840 Len=49 [TCP segment of a reassembled PDU]"
"50","0.905074","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=999 Ack=990 Win=65792 Len=0"
"51","0.907278","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","122","80  >  58761 [PSH, ACK] Seq=990 Ack=999 Win=67840 Len=48 [TCP segment of a reassembled PDU]"
"52","0.915190","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","267","80  >  58761 [PSH, ACK] Seq=1038 Ack=999 Win=67840 Len=193 [TCP segment of a reassembled PDU]"
"53","0.915406","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=999 Ack=1231 Win=65536 Len=0"
"54","0.921150","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","600","80  >  58761 [PSH, ACK] Seq=1231 Ack=999 Win=67840 Len=526 [TCP segment of a reassembled PDU]"
"55","0.924662","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","123","80  >  58761 [PSH, ACK] Seq=1757 Ack=999 Win=67840 Len=49 [TCP segment of a reassembled PDU]"
"56","0.924826","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=999 Ack=1806 Win=66816 Len=0"
"57","0.925484","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","121","58761  >  80 [PSH, ACK] Seq=999 Ack=1806 Win=66816 Len=47 [TCP segment of a reassembled PDU]"
"58","0.984235","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=1806 Ack=1046 Win=67840 Len=0"
"59","1.129777","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1309","80  >  58761 [PSH, ACK] Seq=1806 Ack=1046 Win=67840 Len=1235 [TCP segment of a reassembled PDU]"
"60","1.134666","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","86","58762  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"61","1.146688","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  58762 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"62","1.146905","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"63","1.148589","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","562","Client Hello"
"64","1.165558","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58762 [ACK] Seq=1 Ack=489 Win=31744 Len=0"
"65","1.165558","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
"66","1.165808","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=489 Ack=213 Win=261888 Len=0"
"67","1.168501","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","138","Change Cipher Spec, Application Data"
"68","1.173073","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","154","Application Data"
"69","1.173188","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","74","58761  >  80 [ACK] Seq=1046 Ack=3041 Win=65536 Len=0"
"70","1.173637","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","232","Application Data"
"71","1.175747","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","258","Application Data"
"72","1.175912","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=791 Ack=397 Win=261632 Len=0"
"73","1.176949","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"74","1.177029","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=791 Ack=471 Win=261632 Len=0"
"75","1.177151","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","105","Application Data"
"76","1.180819","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"77","1.181000","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=822 Ack=502 Win=261632 Len=0"
"78","1.183979","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","177","Application Data"
"79","1.184146","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=822 Ack=605 Win=261376 Len=0"
"80","1.186908","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","86","58763  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"81","1.196543","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  58763 [SYN, ACK] Seq=0 Ack=1 Win=32016 Len=0 MSS=1392 SACK_PERM WS=256"
"82","1.196767","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"83","1.198160","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","562","Client Hello"
"84","1.210224","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58763 [ACK] Seq=1 Ack=489 Win=31744 Len=0"
"85","1.211710","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
"86","1.211902","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=489 Ack=213 Win=261888 Len=0"
"87","1.213215","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","138","Change Cipher Spec, Application Data"
"88","1.215338","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","154","Application Data"
"89","1.215799","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","232","Application Data"
"90","1.220842","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1309","[TCP Spurious Retransmission] 80  >  58761 [PSH, ACK] Seq=1806 Ack=1046 Win=67840 Len=1235"
"91","1.220943","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","86","[TCP Dup ACK 69#1] 58761  >  80 [ACK] Seq=1046 Ack=3041 Win=65536 Len=0 SLE=1806 SRE=3041"
"92","1.221317","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","258","Application Data"
"93","1.221424","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=791 Ack=397 Win=261632 Len=0"
"94","1.222079","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"95","1.222130","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=791 Ack=471 Win=261632 Len=0"
"96","1.222573","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","105","Application Data"
"97","1.223256","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"98","1.223300","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=822 Ack=502 Win=261632 Len=0"
"99","1.224144","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","177","Application Data"
"100","1.224183","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=822 Ack=605 Win=261376 Len=0"
"101","1.227005","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TLSv1.3","117","Application Data"
"102","1.227434","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58762 [ACK] Seq=605 Ack=822 Win=31744 Len=0"
"103","1.234929","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58763 [ACK] Seq=605 Ack=865 Win=31744 Len=0"
"104","1.235141","2a06:c700:2003:10:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","135","Application Data"
"105","1.235268","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:10:face:b00c:3333:7020","TCP","74","58763  >  443 [ACK] Seq=865 Ack=666 Win=261376 Len=0"
"106","1.237894","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TLSv1.3","117","Application Data"
"107","1.246137","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","307","Application Data"
"108","1.246614","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58762 [ACK] Seq=605 Ack=865 Win=31744 Len=0"
"109","1.247144","2a06:c700:2003:2:face:b00c:3333:7020","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","135","Application Data"
"110","1.247318","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a06:c700:2003:2:face:b00c:3333:7020","TCP","74","58762  >  443 [ACK] Seq=865 Ack=666 Win=261376 Len=0"
"111","1.248779","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","287","HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]"
"112","1.252488","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","86","58764  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"113","1.263644","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c6:face:b00c:0:7260","TCP","147","58761  >  80 [PSH, ACK] Seq=1046 Ack=3254 Win=66816 Len=73 [TCP segment of a reassembled PDU]"
"114","1.299000","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:1c2:face:b00c:0:167","TCP","74","57484  >  443 [ACK] Seq=97 Ack=483 Win=512 Len=0"
"115","1.304628","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  58764 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"116","1.304901","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","58764  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"117","1.308966","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","547","Client Hello"
"118","1.322754","2a03:2880:f242:c6:face:b00c:0:7260","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","80  >  58761 [ACK] Seq=3254 Ack=1119 Win=67840 Len=0"
"119","1.362702","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58764 [ACK] Seq=1 Ack=474 Win=66816 Len=0"
"120","1.368176","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
"121","1.368396","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","58764  >  443 [ACK] Seq=474 Ack=213 Win=261888 Len=0"
"122","1.369858","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","138","Change Cipher Spec, Application Data"
"123","1.371297","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","154","Application Data"
"124","1.371754","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","231","Application Data"
"125","1.419087","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","245","Application Data"
"126","1.419257","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","58764  >  443 [ACK] Seq=775 Ack=384 Win=261632 Len=0"
"127","1.423293","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"128","1.423477","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","58764  >  443 [ACK] Seq=775 Ack=458 Win=261632 Len=0"
"129","1.423812","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","105","Application Data"
"130","1.439401","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"131","1.439401","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","177","Application Data"
"132","1.439614","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","58764  >  443 [ACK] Seq=806 Ack=592 Win=261376 Len=0"
"133","1.443422","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:1c2:face:b00c:0:167","TCP","86","58765  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"134","1.491439","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  58765 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"135","1.491757","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:1c2:face:b00c:0:167","TCP","74","58765  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"136","1.493596","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:1c2:face:b00c:0:167","TLSv1.3","534","Client Hello"
"137","1.518456","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58764 [ACK] Seq=592 Ack=806 Win=67840 Len=0"
"138","1.537870","10.0.0.11","224.0.0.251","MDNS","79","Standard query 0x0001 PTR _meshcop._udp.local, ""QU"" question"
"139","1.543562","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  58765 [ACK] Seq=1 Ack=461 Win=66816 Len=0"
"140","1.543814","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
